0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.0,-1.4069847,-0.4489704,1.9019985,-0.0,0.0,-0.52267545,0.0,-0.0,-0.46302846,-0.0,0.0,-0.38337564,-0.40202183,-0.26289892,0.0
-0.0,-0.0,0.0,2.0300791,0.21754926,-0.37692168,-0.0,0.0,-0.37584168,-0.53026223,-0.0,0.44779974,-0.0,-0.4163541,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.27634346,0.0,-0.0,-0.6489745,-0.0,0.29724863,-0.2925184,-0.0,-0.3123777,-0.0,0.0,0.0
-0.30934325,-0.0,0.0,2.1325803,-0.0,0.0,-0.28551465,0.5852474,-0.0,-0.0,0.0,0.0,-0.0,-0.34205675,0.0,0.0
-0.45639986,-0.0,-0.9422239,-67.56762,6.9781847,2.7576203,-2.0827663,3.377851,0.0,-2.5028934,0.0,0.62880427,0.45530114,-0.8416845,-0.72455305,0.0
-0.0,-0.0,0.0,-67.44551,-0.0,-0.4914982,-0.43552655,1.1714374,0.0,-0.30232003,0.0,0.0,-0.0,-0.0,0.0,0.0
-0.43344206,-0.0,0.0,-2.4476864,0.0,0.0,-0.0,0.050925627,0.0,-0.0,-0.0,-0.0,-0.41958073,-0.0,0.0,0.0
-0.47115752,-0.0,0.0,-64.506775,-0.0,-0.46100911,-0.3142435,0.0,0.0,-0.0,-0.0,0.0,-0.4258034,0.0,0.0,0.0
-0.0,-0.0,0.0,-16.046064,0.0,2.0374305,-0.0,-0.38945884,-0.0,-1.566346,0.0,0.0,0.0,-0.5651816,-0.0,0.0
-0.35621738,-0.0,0.0,0.6085621,0.0,0.0,-0.0,-1.2381095,-0.0,-0.41031885,-0.2952192,-0.0,-0.0,-0.36434776,0.0,0.0
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.46623388,-1.5782738,-0.0,-0.43276975,0.0,0.0,-0.0,-0.0,-0.0,0.0
-0.41473836,-0.0,0.0,-0.0,0.0,0.14146428,-0.0,-2.00825,-0.0,-0.0,-0.0,-0.0,-0.51406515,-0.34487116,0.0,0.0
-0.0,-0.0,-0.28700617,-0.0,-0.49699995,0.51908237,-0.5228707,-1.753128,-0.0,-0.66196513,0.0,0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-1.6429836,0.0,-0.800363,-0.34903318,0.0,-0.0,-0.0,0.0,0.0
-0.0,-1.8736875,-0.0,-0.9829204,-0.0,1.3889285,-0.0,0.0,-0.0,-1.2103267,0.0,0.4086691,-0.0,-0.51157784,-0.41104925,0.27160096
0.0,-0.518142,0.0,-4.810568,-0.0,0.0,0.0,1.6948311,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.7823576
-0.0,-0.0,0.0,-9.403166,0.0,0.0,0.33025205,3.3593655,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
-0.0,-2.1799836,-0.0,2.2847726,-0.0,0.9134353,0.0,12.357994,0.0,0.38201967,-0.0,0.0,-0.37766623,-0.0,0.0,0.0
-0.0,-0.0,-0.0,-9.254221,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.49764135,0.0,0.0
-0.0,-0.0,-0.0,1.9944395,-0.0,1.6859901,-0.4005363,12.980443,-0.29645783,-0.8525819,0.0,0.29877827,-0.0,-0.5761627,-0.5691841,0.0
-0.0,-0.0,-0.0,-9.072385,5.8170743,0.0,-0.0,0.43406036,0.0,-0.0,-0.0,0.34269536,-0.0,-0.0,-0.0,0.0
0.0,-0.0,-0.0,-9.48693,0.0,0.0,-0.0,0.0,0.0,0.0,-0.29157078,0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,1.2019831,0.0,4.714404,-0.0,2.7059329,0.0,-0.0,0.0,0.28844047,-0.0,-0.35805976,0.0,0.0
-0.0,-0.0,0.0,-9.344081,0.0,0.0,0.28036994,0.8140555,-0.0,-0.36006367,0.0,0.0,0.0,-0.3254777,-0.41257045,0.0
-0.0,-0.0,-0.0,4.342234,0.0,0.0,-0.0,-0.08365704,0.0,-0.0,-0.0,0.30294126,-0.29326332,-0.0,0.0,0.0
0.0,-0.40496498,0.0,-5.008393,-0.0,0.0,0.0,1.4637952,0.0,-0.43384823,-0.0,0.0,0.0,-0.0,0.0,0.0
-0.45134878,-2.159341,0.11903479,2.235823,-0.0,0.055425446,0.2814444,12.5427,0.0,0.75976413,-0.0,0.32079744,-0.43248755,-0.0,-0.0,0.0
-0.0,-1.3262658,-0.0,2.850812,-0.0,0.0,-0.0,13.051177,-0.0,-0.6046662,-0.0,0.0,-0.0,-0.44323376,-0.58161867,0.0
-0.0,-0.0,-0.0,-0.0,-0.691085,0.0,-0.0,-1.999395,0.0,0.0,-0.0,0.35948715,-0.0,-0.35916638,0.0,0.0
-0.0,-1.0157746,-0.770686,0.0,-0.0,0.0,-0.5753912,2.5472612,-0.0,-0.7645179,-0.0,0.0,-0.533676,-0.3629048,0.0,0.0
-0.29549482,-0.0,0.0,0.0,-0.0,0.0,-0.6646862,1.2617668,-0.43329245,-0.28097868,-0.39593533,-0.08156434,-0.3395947,-0.0,0.0,0.0
-0.0,-0.0,-0.0,-9.160404,-0.0,6.1569653,-0.39626348,19.006342,-0.30820838,-1.3733763,0.29474533,0.0,-0.0,-0.29085684,-0.0,0.0
-0.5601119,-0.0,0.0,-7.6156764,2.578567,0.0,-0.0,0.055436745,-0.36258247,-0.0,0.0,0.0,-0.6714396,0.0,0.0,0.0
